,Wedding/Type,Place,Cost/of/Type,Clothes/Bride,Clothes/Groom,Photography,Decor,Decor/Category,Entertainment,Entertainment/Category,Gifts(per/piece),Gifts/Category,Invitations/Cards,Cards/Category
1889,Resort Weddings,Shimla,1680634,118313,44930,36084,256573,Floral Decor,57118,Live Band,838,Edible,125,Customized Invitations
1890,////Farmhouse Weddings////,Mumbai,2448330,86791,41021,294417,416690,Luxury Package,264717,Celebrity Singers/Dancer,892,Edible,384,Customized Invitations
1891,////Farmhouse Weddings////,Tirupati,3643757,59000,86412,124703,399185,Floral Decor,231287,Professional Singer/Dance,4499,Premium Perfumes,60,Traditional Paper
1892,////Temple Weddings////,Hyderabad,95977,16247,6400,198096,586541,Luxury Package,373994,Celebrity Singers/Dancer,2851,High-Quality,921,Scroll Invitations
1893,Beach Weddings,Shimla,3587101,128680,83886,284072,148367,Venue Decor/519830,76698,Live Band,4106,Premium Perfumes,993,Scroll Invitations
1894,Beach Weddings,Shimla,3168300,181664,57408,222589,99902,Venue Decor/519830,336504,Celebrity Singers/Dancer,3086,High-Quality,84,Traditional Paper
1895,Resort Weddings,Alibaug,2307053,186700,129019,73202,598599,Luxury Package,57660,Live Band,4056,Premium Perfumes,106,Customized Invitations
1896,Palace Weddings,////Mussoorie////,5186000,534339,508910,201271,567979,Luxury Package,253661,Celebrity Singers/Dancer,1536,Traditional Handicrafts,323,Customized Invitations
1897,Heritage Weddings,Varanasi,11083552,792618,687604,72871,199149,Venue Decor/519830,236915,Professional Singer/Dance,1671,Traditional Handicrafts,144,Customized Invitations
1898,Beach Weddings,Jodhpur,3954328,129413,67225,145129,93766,Venue Decor/519830,479879,Celebrity Singers/Dancer,1111,Traditional Handicrafts,416,Customized Invitations
1899,////Temple Weddings////,Mumbai,21435,25496,8117,150578,415385,Luxury Package,267337,Celebrity Singers/Dancer,4910,Premium Perfumes,501,Boxed
1900,Resort Weddings,Lonavala,3402516,67286,149696,39489,538265,Luxury Package,90249,Live Band,3079,High-Quality,123,Customized Invitations
1901,////Temple Weddings////,Jaisalmer,33038,29159,7771,64121,334614,Floral Decor,383693,Celebrity Singers/Dancer,3495,High-Quality,575,Boxed
1902,Palace Weddings,New Delhi,5712535,281303,602087,139815,114207,Venue Decor/519830,200372,Professional Singer/Dance,2692,High-Quality,861,Scroll Invitations
1903,Hotel Weddings,Shimla,907773,96524,585971,24173,380966,Floral Decor,385501,Celebrity Singers/Dancer,1552,Traditional Handicrafts,493,Customized Invitations
1904,Hotel Weddings,Goa,822167,85646,327257,153358,174628,Venue Decor/519830,491960,Celebrity Singers/Dancer,3407,High-Quality,747,Boxed
1905,Beach Weddings,Goa,1735734,150525,60997,114134,289207,Floral Decor,427688,Celebrity Singers/Dancer,4920,Premium Perfumes,74,Traditional Paper
1906,////Farmhouse Weddings////,////Rishikesh////xc2,2644869,87952,31037,209642,293367,Floral Decor,431011,Celebrity Singers/Dancer,1328,Traditional Handicrafts,439,Customized Invitations
1907,Beach Weddings,Bangalore,2924243,138153,33579,119879,407175,Luxury Package,496502,Celebrity Singers/Dancer,3160,High-Quality,273,Customized Invitations
1908,////Destination Weddings////,Mumbai,5827616,607878,266181,230863,245324,Floral Decor,409026,Celebrity Singers/Dancer,609,Edible,156,Customized Invitations
1909,Resort Weddings,Jaisalmer,3353485,57184,66602,191399,162544,Venue Decor/519830,301374,Celebrity Singers/Dancer,2353,High-Quality,888,Scroll Invitations
1910,////Farmhouse Weddings////,Hyderabad,3627453,92624,42411,154345,212076,Floral Decor,87392,Live Band,751,Edible,418,Customized Invitations
1911,////Farmhouse Weddings////,Varanasi,1622224,78568,53921,165293,596426,Luxury Package,20899,DJ/Sangeet,2170,High-Quality,322,Customized Invitations
1912,Cruise Weddings,Goa,4904601,224393,100120,54281,378724,Floral Decor,365802,Celebrity Singers/Dancer,4772,Premium Perfumes,965,Scroll Invitations
1913,////Destination Weddings////,Bangalore,3934258,535538,141095,150835,333741,Floral Decor,49982,Live Band,558,Edible,926,Scroll Invitations
1914,Resort Weddings,Nainital,2669358,126908,74859,230410,172875,Venue Decor/519830,249988,Professional Singer/Dance,2560,High-Quality,884,Scroll Invitations
1915,Hotel Weddings,////Agatti Island////xc2,808735,83997,453791,177820,264957,Floral Decor,37841,Live Band,3903,High-Quality,542,Boxed
1916,////Temple Weddings////,New Delhi,36227,23629,10143,127010,153686,Venue Decor/519830,437574,Celebrity Singers/Dancer,4657,Premium Perfumes,403,Customized Invitations
1917,Beach Weddings,Bangalore,3687042,122652,76757,214014,450218,Luxury Package,309873,Celebrity Singers/Dancer,4474,Premium Perfumes,725,Boxed
1918,////Farmhouse Weddings////,Lonavala,1722684,61629,60138,168735,423781,Luxury Package,414460,Celebrity Singers/Dancer,1323,Traditional Handicrafts,689,Boxed
1919,Cruise Weddings,////Rishikesh////xc2,3605312,126659,105771,173397,276331,Floral Decor,386963,Celebrity Singers/Dancer,4417,Premium Perfumes,838,Scroll Invitations
1920,////Destination Weddings////,Varanasi,5160192,559953,355394,86527,497235,Luxury Package,360356,Celebrity Singers/Dancer,1112,Traditional Handicrafts,635,Boxed
1921,Hotel Weddings,Jodhpur,535282,90805,541758,281947,217986,Floral Decor,273242,Celebrity Singers/Dancer,1861,Traditional Handicrafts,386,Customized Invitations
1922,////Farmhouse Weddings////,Nainital,2391999,90554,71053,117722,500322,Luxury Package,61529,Live Band,2166,High-Quality,595,Boxed
1923,Resort Weddings,Nainital,1902605,199220,136178,170229,554101,Luxury Package,155430,Professional Singer/Dance,1921,Traditional Handicrafts,237,Customized Invitations
1924,Palace Weddings,Jodhpur,8992234,399863,387460,276046,498717,Luxury Package,248156,Professional Singer/Dance,2058,High-Quality,352,Customized Invitations
1925,////Temple Weddings////,New Delhi,53188,18038,12290,287197,63698,Venue Decor/519830,189650,Professional Singer/Dance,3797,High-Quality,73,Traditional Paper
1926,Cruise Weddings,Shimla,7914193,215234,91815,227535,202673,Floral Decor,131678,Professional Singer/Dance,1614,Traditional Handicrafts,223,Customized Invitations
1927,Palace Weddings,Alibaug,8786067,699679,145234,145957,375661,Floral Decor,415995,Celebrity Singers/Dancer,1085,Traditional Handicrafts,549,Boxed
1928,Hotel Weddings,////Bangaram Island////,749893,73947,373925,209920,279332,Floral Decor,359084,Celebrity Singers/Dancer,4621,Premium Perfumes,603,Boxed
1929,Resort Weddings,Udaipur,3076526,180952,45361,55012,596577,Luxury Package,43248,Live Band,3362,High-Quality,149,Customized Invitations
1930,Resort Weddings,Nainital,2621836,59403,61996,192556,537191,Luxury Package,127800,Professional Singer/Dance,649,Edible,77,Traditional Paper
1931,////Destination Weddings////,Jodhpur,4377358,519088,389129,261705,298118,Floral Decor,118558,Professional Singer/Dance,833,Edible,781,Boxed
1932,Resort Weddings,Mumbai,1961742,54424,59552,167012,593678,Luxury Package,351079,Celebrity Singers/Dancer,3774,High-Quality,764,Boxed
1933,Resort Weddings,////Mussoorie////,3372129,74572,96176,248577,360577,Floral Decor,497211,Celebrity Singers/Dancer,1476,Traditional Handicrafts,126,Customized Invitations
1934,////Temple Weddings////,Hyderabad,60676,17988,5857,228067,326141,Floral Decor,217422,Professional Singer/Dance,3012,High-Quality,303,Customized Invitations
1935,Palace Weddings,Hyderabad,5157114,664540,461227,141284,452297,Luxury Package,41286,Live Band,4761,Premium Perfumes,348,Customized Invitations
1936,Palace Weddings,Hyderabad,6748099,651000,318636,206408,457206,Luxury Package,344456,Celebrity Singers/Dancer,4614,Premium Perfumes,798,Boxed
1937,Heritage Weddings,Jaipur,6949878,974268,386362,230174,252368,Floral Decor,307325,Celebrity Singers/Dancer,2298,High-Quality,630,Boxed
1938,Beach Weddings,////Rishikesh////xc2,3544147,145423,35870,147584,517307,Luxury Package,407634,Celebrity Singers/Dancer,1087,Traditional Handicrafts,425,Customized Invitations
1939,////Farmhouse Weddings////,Alibaug,2630288,87202,40729,196368,219263,Floral Decor,222549,Professional Singer/Dance,2485,High-Quality,528,Boxed
1940,Palace Weddings,Hyderabad,6555422,289587,382294,31569,274165,Floral Decor,149715,Professional Singer/Dance,748,Edible,308,Customized Invitations
1941,////Farmhouse Weddings////,Nainital,1546615,59036,32714,33089,77960,Venue Decor/519830,405816,Celebrity Singers/Dancer,2411,High-Quality,193,Customized Invitations
1942,////Temple Weddings////,Mumbai,65664,19443,8037,20820,54083,Mandap,25293,DJ/Sangeet,744,Edible,638,Boxed
1943,Beach Weddings,Jodhpur,2683510,139299,83886,295671,539871,Luxury Package,245637,Professional Singer/Dance,4828,Premium Perfumes,918,Scroll Invitations
1944,////Destination Weddings////,////Mussoorie////,4098714,504498,206317,292733,406845,Luxury Package,499305,Celebrity Singers/Dancer,4995,Premium Perfumes,235,Customized Invitations
1945,Cruise Weddings,////Agatti Island////xc2,7027171,188288,147913,45511,307305,Floral Decor,73453,Live Band,1545,Traditional Handicrafts,316,Customized Invitations
1946,Cruise Weddings,////Rishikesh////xc2,3789579,236913,97269,208552,528324,Luxury Package,35921,Live Band,4956,Premium Perfumes,567,Boxed
1947,Beach Weddings,////Mussoorie////,1820753,147243,61831,118134,289372,Floral Decor,333364,Celebrity Singers/Dancer,1793,Traditional Handicrafts,204,Customized Invitations
1948,Cruise Weddings,////Agatti Island////xc2,4599503,209444,121575,152829,591389,Luxury Package,114715,Professional Singer/Dance,1172,Traditional Handicrafts,403,Customized Invitations
1949,Hotel Weddings,Jodhpur,886273,66765,555560,195608,120092,Venue Decor/519830,345442,Celebrity Singers/Dancer,2323,High-Quality,438,Customized Invitations
1950,////Temple Weddings////,////Bangaram Island////,67798,20091,11640,36521,158693,Venue Decor/519830,107523,Professional Singer/Dance,647,Edible,731,Boxed
1951,Beach Weddings,////Bangaram Island////,4702021,75454,82120,155714,97180,Venue Decor/519830,105459,Professional Singer/Dance,1800,Traditional Handicrafts,539,Boxed
1952,Cruise Weddings,////Rishikesh////xc2,5086540,126575,142631,167522,361923,Floral Decor,310775,Celebrity Singers/Dancer,3551,High-Quality,285,Customized Invitations
1953,Heritage Weddings,////Agatti Island////xc2,9377889,401039,369943,90271,521850,Luxury Package,236478,Professional Singer/Dance,3919,High-Quality,644,Boxed
1954,////Temple Weddings////,Varanasi,80761,20757,8375,262263,122649,Venue Decor/519830,217942,Professional Singer/Dance,1324,Traditional Handicrafts,794,Boxed
1955,Hotel Weddings,Bangalore,896188,57773,458311,122740,596452,Luxury Package,35260,Live Band,4192,Premium Perfumes,539,Boxed
1956,Beach Weddings,////Rishikesh////xc2,1717837,133008,72034,102354,551382,Luxury Package,105906,Professional Singer/Dance,3048,High-Quality,757,Boxed
1957,Resort Weddings,Bangalore,2750746,82263,143055,30924,443945,Luxury Package,254390,Celebrity Singers/Dancer,4686,Premium Perfumes,87,Traditional Paper
1958,Hotel Weddings,Goa,436991,86144,46993,174287,412304,Luxury Package,117116,Professional Singer/Dance,2300,High-Quality,870,Scroll Invitations
1959,Beach Weddings,Udaipur,2726480,184374,39913,233654,146242,Venue Decor/519830,57298,Live Band,2580,High-Quality,345,Customized Invitations
1960,Beach Weddings,Alibaug,4046539,158245,71064,171147,302291,Floral Decor,190148,Professional Singer/Dance,3214,High-Quality,475,Customized Invitations
1961,Palace Weddings,Neil Island,8605863,444845,337542,238726,252316,Floral Decor,471415,Celebrity Singers/Dancer,4405,Premium Perfumes,576,Boxed
1962,////Destination Weddings////,Nainital,3129329,598520,297229,30426,58488,Mandap,386337,Celebrity Singers/Dancer,1172,Traditional Handicrafts,167,Customized Invitations
1963,////Farmhouse Weddings////,Alibaug,2585216,86212,90900,136824,62389,Venue Decor/519830,366989,Celebrity Singers/Dancer,4416,Premium Perfumes,821,Scroll Invitations
1964,Beach Weddings,Jodhpur,1718936,84006,49724,165440,71126,Venue Decor/519830,299476,Celebrity Singers/Dancer,3418,High-Quality,621,Boxed
1965,////Temple Weddings////,Jodhpur,44497,17964,10508,193337,80697,Venue Decor/519830,230616,Professional Singer/Dance,3348,High-Quality,455,Customized Invitations
1966,Beach Weddings,Udaipur,4433085,128033,83551,280079,259104,Floral Decor,49349,Live Band,1517,Traditional Handicrafts,350,Customized Invitations
1967,Palace Weddings,Jaisalmer,5841274,426833,219442,204788,396673,Floral Decor,59852,Live Band,1411,Traditional Handicrafts,486,Customized Invitations
1968,Beach Weddings,New Delhi,4295535,125875,87668,257337,95001,Venue Decor/519830,436421,Celebrity Singers/Dancer,2344,High-Quality,940,Scroll Invitations
1969,Hotel Weddings,Alibaug,552057,90656,59761,105270,183408,Venue Decor/519830,199976,Professional Singer/Dance,3580,High-Quality,453,Customized Invitations
1970,Heritage Weddings,Neil Island,10187395,502661,813466,242596,463325,Luxury Package,270637,Celebrity Singers/Dancer,2970,High-Quality,662,Boxed
1971,////Temple Weddings////,Neil Island,42285,21509,8902,299922,373164,Floral Decor,471054,Celebrity Singers/Dancer,4043,Premium Perfumes,61,Traditional Paper
1972,Beach Weddings,Shimla,2352943,80807,41118,201941,262082,Floral Decor,140260,Professional Singer/Dance,3783,High-Quality,858,Scroll Invitations
1973,////Farmhouse Weddings////,////Mussoorie////,3034003,86058,46600,142070,357317,Floral Decor,268534,Celebrity Singers/Dancer,1542,Traditional Handicrafts,638,Boxed
1974,Beach Weddings,Udaipur,3832054,157893,74997,81779,347033,Floral Decor,251315,Celebrity Singers/Dancer,3540,High-Quality,154,Customized Invitations
1975,Heritage Weddings,Jaipur,9277637,906872,88426,113228,463518,Luxury Package,418061,Celebrity Singers/Dancer,3399,High-Quality,652,Boxed
1976,////Farmhouse Weddings////,Goa,3916133,93075,38243,192624,473277,Luxury Package,31764,Live Band,1197,Traditional Handicrafts,165,Customized Invitations
1977,////Farmhouse Weddings////,Goa,1710800,76651,71239,72113,536756,Luxury Package,53278,Live Band,4895,Premium Perfumes,83,Traditional Paper
1978,Cruise Weddings,New Delhi,4788120,226305,109745,266009,351992,Floral Decor,398183,Celebrity Singers/Dancer,3706,High-Quality,214,Customized Invitations
1979,Hotel Weddings,Bangalore,423853,59270,114389,231919,413834,Luxury Package,305701,Celebrity Singers/Dancer,1755,Traditional Handicrafts,77,Traditional Paper
1980,////Farmhouse Weddings////,Udaipur,1737429,78682,48073,282657,389067,Floral Decor,120955,Professional Singer/Dance,2170,High-Quality,280,Customized Invitations
1981,////Temple Weddings////,Lonavala,71925,19566,6777,246737,293641,Floral Decor,420172,Celebrity Singers/Dancer,2935,High-Quality,144,Customized Invitations
1982,Hotel Weddings,Mumbai,656564,72967,161824,201927,240080,Floral Decor,52590,Live Band,1319,Traditional Handicrafts,454,Customized Invitations
1983,Resort Weddings,New Delhi,2926273,118562,100619,169115,213057,Floral Decor,466285,Celebrity Singers/Dancer,4475,Premium Perfumes,594,Boxed
1984,Cruise Weddings,Varanasi,7357207,105781,106450,287119,575279,Luxury Package,378775,Celebrity Singers/Dancer,3655,High-Quality,548,Boxed
1985,Resort Weddings,Alibaug,2081401,91418,34959,297044,326136,Floral Decor,157506,Professional Singer/Dance,3131,High-Quality,152,Customized Invitations
1986,Cruise Weddings,Alibaug,6626173,103089,148472,231327,357738,Floral Decor,171828,Professional Singer/Dance,4323,Premium Perfumes,713,Boxed
1987,////Temple Weddings////,Lonavala,64767,26178,7953,213332,197607,Venue Decor/519830,308288,Celebrity Singers/Dancer,2201,High-Quality,50,Traditional Paper
1988,Heritage Weddings,Tirupati,5542061,999492,685290,42377,139757,Venue Decor/519830,409914,Celebrity Singers/Dancer,3464,High-Quality,294,Customized Invitations
1989,////Farmhouse Weddings////,Nainital,3363436,83041,63226,80772,539146,Luxury Package,334096,Celebrity Singers/Dancer,1883,Traditional Handicrafts,434,Customized Invitations
1990,Heritage Weddings,Shimla,6124182,956861,769779,82015,228410,Floral Decor,190161,Professional Singer/Dance,2770,High-Quality,207,Customized Invitations
1991,Beach Weddings,Jaisalmer,3880457,159738,93722,212454,282993,Floral Decor,250427,Celebrity Singers/Dancer,1339,Traditional Handicrafts,593,Boxed
1992,Resort Weddings,Nainital,3030426,117631,57966,139435,222752,Floral Decor,42103,Live Band,4948,Premium Perfumes,880,Scroll Invitations
1993,Palace Weddings,////Bangaram Island////,7721751,557469,133002,80040,588950,Luxury Package,110327,Professional Singer/Dance,2243,High-Quality,442,Customized Invitations
1994,////Farmhouse Weddings////,////Bangaram Island////,1867421,68058,56757,176957,110719,Venue Decor/519830,216140,Professional Singer/Dance,1705,Traditional Handicrafts,378,Customized Invitations
1995,Resort Weddings,Jaisalmer,2528492,71821,143468,29058,50620,Mandap,380687,Celebrity Singers/Dancer,3650,High-Quality,829,Scroll Invitations
1996,Resort Weddings,Jaipur,2962477,68820,84022,59051,389903,Floral Decor,182019,Professional Singer/Dance,4096,Premium Perfumes,168,Customized Invitations
